,time ,image_name,steer
227,1.61164e+18,frame_1611643772311273813.jpeg,1124
228,1.61164e+18,frame_1611643772344614506.jpeg,1124
229,1.61164e+18,frame_1611643772377954721.jpeg,1120
230,1.61164e+18,frame_1611643772411295414.jpeg,1124
231,1.61164e+18,frame_1611643772444635391.jpeg,1180
232,1.61164e+18,frame_1611643772477975368.jpeg,1284
233,1.61164e+18,frame_1611643772511315584.jpeg,1424
234,1.61164e+18,frame_1611643772544655323.jpeg,1540
235,1.61164e+18,frame_1611643772577995300.jpeg,1544
236,1.61164e+18,frame_1611643772611334801.jpeg,1544
237,1.61164e+18,frame_1611643772644674540.jpeg,1572
238,1.61164e+18,frame_1611643772678013802.jpeg,1580
239,1.61164e+18,frame_1611643772711353064.jpeg,1580
240,1.61164e+18,frame_1611643772744692326.jpeg,1556
241,1.61164e+18,frame_1611643772778031349.jpeg,1536
242,1.61164e+18,frame_1611643772811370134.jpeg,1532
243,1.61164e+18,frame_1611643772844708920.jpeg,1540
244,1.61164e+18,frame_1611643772878047705.jpeg,1504
245,1.61164e+18,frame_1611643772911386013.jpeg,1460
246,1.61164e+18,frame_1611643772944726467.jpeg,1396
247,1.61164e+18,frame_1611643772978066683.jpeg,1304
248,1.61164e+18,frame_1611643773011406898.jpeg,1304
249,1.61164e+18,frame_1611643773044746637.jpeg,1308
250,1.61164e+18,frame_1611643773078086615.jpeg,1308
251,1.61164e+18,frame_1611643773111426353.jpeg,1308
252,1.61164e+18,frame_1611643773145005703.jpeg,1304
253,1.61164e+18,frame_1611643773178584814.jpeg,1300
254,1.61164e+18,frame_1611643773212163925.jpeg,1448
255,1.61164e+18,frame_1611643773245742798.jpeg,1540
256,1.61164e+18,frame_1611643773279321671.jpeg,1540
257,1.61164e+18,frame_1611643773312900305.jpeg,1600
258,1.61164e+18,frame_1611643773346478939.jpeg,1668
259,1.61164e+18,frame_1611643773380057335.jpeg,1684
260,1.61164e+18,frame_1611643773413635492.jpeg,1684
261,1.61164e+18,frame_1611643773447213173.jpeg,1712
262,1.61164e+18,frame_1611643773480791092.jpeg,1740
263,1.61164e+18,frame_1611643773514369011.jpeg,1728
264,1.61164e+18,frame_1611643773547946692.jpeg,1740
265,1.61164e+18,frame_1611643773581524134.jpeg,1772
266,1.61164e+18,frame_1611643773615101099.jpeg,1780
267,1.61164e+18,frame_1611643773648678303.jpeg,1776
268,1.61164e+18,frame_1611643773682255507.jpeg,1792
269,1.61164e+18,frame_1611643773715832233.jpeg,1800
270,1.61164e+18,frame_1611643773749408722.jpeg,1780
271,1.61164e+18,frame_1611643773782985449.jpeg,1692
272,1.61164e+18,frame_1611643773816561937.jpeg,1560
273,1.61164e+18,frame_1611643773850138187.jpeg,1520
274,1.61164e+18,frame_1611643773883714199.jpeg,1484
275,1.61164e+18,frame_1611643773917290211.jpeg,1428
276,1.61164e+18,frame_1611643773950874805.jpeg,1368
277,1.61164e+18,frame_1611643773984459639.jpeg,1380
278,1.61164e+18,frame_1611643774018044233.jpeg,1380
279,1.61164e+18,frame_1611643774051628828.jpeg,1356
280,1.61164e+18,frame_1611643774085213184.jpeg,1348
281,1.61164e+18,frame_1611643774118797779.jpeg,1320
282,1.61164e+18,frame_1611643774152381897.jpeg,1312
283,1.61164e+18,frame_1611643774185966253.jpeg,1308
284,1.61164e+18,frame_1611643774219550133.jpeg,1312
285,1.61164e+18,frame_1611643774253134251.jpeg,1312
286,1.61164e+18,frame_1611643774286718130.jpeg,1308
287,1.61164e+18,frame_1611643774320301771.jpeg,1308
288,1.61164e+18,frame_1611643774353885889.jpeg,1308
289,1.61164e+18,frame_1611643774387469292.jpeg,1308
290,1.61164e+18,frame_1611643774421053171.jpeg,1316
291,1.61164e+18,frame_1611643774454636574.jpeg,1324
292,1.61164e+18,frame_1611643774488219738.jpeg,1320
293,1.61164e+18,frame_1611643774521803379.jpeg,1320
294,1.61164e+18,frame_1611643774555386543.jpeg,1324
295,1.61164e+18,frame_1611643774588969707.jpeg,1324
296,1.61164e+18,frame_1611643774622552633.jpeg,1328
297,1.61164e+18,frame_1611643774656135559.jpeg,1328
298,1.61164e+18,frame_1611643774689718723.jpeg,1328
299,1.61164e+18,frame_1611643774723301411.jpeg,1328
300,1.61164e+18,frame_1611643774756884098.jpeg,1328
301,1.61164e+18,frame_1611643774790466785.jpeg,1324
302,1.61164e+18,frame_1611643774824049234.jpeg,1336
303,1.61164e+18,frame_1611643774857631683.jpeg,1340
304,1.61164e+18,frame_1611643774891214848.jpeg,1340
305,1.61164e+18,frame_1611643774924796343.jpeg,1340
306,1.61164e+18,frame_1611643774958377600.jpeg,1324
307,1.61164e+18,frame_1611643774991958618.jpeg,1304
308,1.61164e+18,frame_1611643775025539398.jpeg,1284
309,1.61164e+18,frame_1611643775059120417.jpeg,1260
310,1.61164e+18,frame_1611643775092700958.jpeg,1252
311,1.61164e+18,frame_1611643775126281738.jpeg,1216
312,1.61164e+18,frame_1611643775159862041.jpeg,1184
313,1.61164e+18,frame_1611643775193442345.jpeg,1168
314,1.61164e+18,frame_1611643775227022648.jpeg,1160
315,1.61164e+18,frame_1611643775260602474.jpeg,1156
316,1.61164e+18,frame_1611643775294182301.jpeg,1120
317,1.61164e+18,frame_1611643775327762127.jpeg,1112
318,1.61164e+18,frame_1611643775361341715.jpeg,1112
319,1.61164e+18,frame_1611643775394921064.jpeg,1120
320,1.61164e+18,frame_1611643775428500414.jpeg,1128
321,1.61164e+18,frame_1611643775462079763.jpeg,1168
322,1.61164e+18,frame_1611643775495658636.jpeg,1296
323,1.61164e+18,frame_1611643775529237509.jpeg,1484
324,1.61164e+18,frame_1611643775562816381.jpeg,1540
325,1.61164e+18,frame_1611643775596395016.jpeg,1540
326,1.61164e+18,frame_1611643775629973412.jpeg,1544
327,1.61164e+18,frame_1611643775663551807.jpeg,1552
328,1.61164e+18,frame_1611643775697129965.jpeg,1544
329,1.61164e+18,frame_1611643775730708122.jpeg,1540
330,1.61164e+18,frame_1611643775764286041.jpeg,1536
331,1.61164e+18,frame_1611643775797863960.jpeg,1532
332,1.61164e+18,frame_1611643775831441641.jpeg,1516
333,1.61164e+18,frame_1611643775865018845.jpeg,1508
334,1.61164e+18,frame_1611643775898588896.jpeg,1460
335,1.61164e+18,frame_1611643775932178497.jpeg,1432
336,1.61164e+18,frame_1611643775965767860.jpeg,1416
337,1.61164e+18,frame_1611643775999357224.jpeg,1372
338,1.61164e+18,frame_1611643776032946587.jpeg,1328
339,1.61164e+18,frame_1611643776066535950.jpeg,1328
340,1.61164e+18,frame_1611643776100125074.jpeg,1328
341,1.61164e+18,frame_1611643776133714437.jpeg,1328
342,1.61164e+18,frame_1611643776167303562.jpeg,1284
343,1.61164e+18,frame_1611643776200892925.jpeg,1280
344,1.61164e+18,frame_1611643776234482050.jpeg,1280
345,1.61164e+18,frame_1611643776268071175.jpeg,1256
346,1.61164e+18,frame_1611643776301660299.jpeg,1252
347,1.61164e+18,frame_1611643776335249424.jpeg,1264
348,1.61164e+18,frame_1611643776368838549.jpeg,1288
349,1.61164e+18,frame_1611643776402427673.jpeg,1316
350,1.61164e+18,frame_1611643776436016560.jpeg,1384
351,1.61164e+18,frame_1611643776469605684.jpeg,1444
352,1.61164e+18,frame_1611643776503194571.jpeg,1468
353,1.61164e+18,frame_1611643776536783218.jpeg,1540
354,1.61164e+18,frame_1611643776570372105.jpeg,1540
355,1.61164e+18,frame_1611643776603960991.jpeg,1540
356,1.61164e+18,frame_1611643776637549877.jpeg,1536
357,1.61164e+18,frame_1611643776671138763.jpeg,1536
358,1.61164e+18,frame_1611643776704727650.jpeg,1536
359,1.61164e+18,frame_1611643776738316298.jpeg,1536
360,1.61164e+18,frame_1611643776805253744.jpeg,1540
361,1.61164e+18,frame_1611643776872191191.jpeg,1536
362,1.61164e+18,frame_1611643776939172506.jpeg,1540
363,1.61164e+18,frame_1611643777006263018.jpeg,1536
364,1.61164e+18,frame_1611643777073357582.jpeg,1536
365,1.61164e+18,frame_1611643777140455723.jpeg,1536
366,1.61164e+18,frame_1611643777207557678.jpeg,1536
367,1.61164e+18,frame_1611643777274663448.jpeg,1536
368,1.61164e+18,frame_1611643777341773033.jpeg,1536
369,1.61164e+18,frame_1611643777408886671.jpeg,1536
370,1.61164e+18,frame_1611643777476004124.jpeg,1540
371,1.61164e+18,frame_1611643777543125153.jpeg,1536
372,1.61164e+18,frame_1611643777610250235.jpeg,1536
373,1.61164e+18,frame_1611643777677378893.jpeg,1536
374,1.61164e+18,frame_1611643777744511366.jpeg,1448
375,1.61164e+18,frame_1611643777811647892.jpeg,1312
376,1.61164e+18,frame_1611643777878788233.jpeg,1152
377,1.61164e+18,frame_1611643777945864439.jpeg,1104
378,1.61164e+18,frame_1611643778012820959.jpeg,1108
379,1.61164e+18,frame_1611643778079777718.jpeg,1112
380,1.61164e+18,frame_1611643778146734476.jpeg,1104
381,1.61164e+18,frame_1611643778213690996.jpeg,1108
382,1.61164e+18,frame_1611643778280647993.jpeg,1104
383,1.61164e+18,frame_1611643778347604752.jpeg,1108
384,1.61164e+18,frame_1611643778414561749.jpeg,1108
385,1.61164e+18,frame_1611643778481518745.jpeg,1108
386,1.61164e+18,frame_1611643778548475742.jpeg,1108
387,1.61164e+18,frame_1611643778615432739.jpeg,1108
388,1.61164e+18,frame_1611643778682389736.jpeg,1108
389,1.61164e+18,frame_1611643778749346972.jpeg,1108
390,1.61164e+18,frame_1611643778816304445.jpeg,1108
391,1.61164e+18,frame_1611643778883261681.jpeg,1108
392,1.61164e+18,frame_1611643778950217485.jpeg,1112
393,1.61164e+18,frame_1611643779017171383.jpeg,1136
394,1.61164e+18,frame_1611643779084125042.jpeg,1192
395,1.61164e+18,frame_1611643779151078939.jpeg,1268
396,1.61164e+18,frame_1611643779218033075.jpeg,1344
397,1.61164e+18,frame_1611643779284986973.jpeg,1424
398,1.61164e+18,frame_1611643779351940870.jpeg,1500
399,1.61164e+18,frame_1611643779418895006.jpeg,1536
400,1.61164e+18,frame_1611643779485848665.jpeg,1572
401,1.61164e+18,frame_1611643779552802801.jpeg,1644
402,1.61164e+18,frame_1611643779619756699.jpeg,1652
403,1.61164e+18,frame_1611643779653353930.jpeg,1652
404,1.61164e+18,frame_1611643779686950922.jpeg,1580
405,1.61164e+18,frame_1611643779720547676.jpeg,1508
406,1.61164e+18,frame_1611643779754144907.jpeg,1428
407,1.61164e+18,frame_1611643779787741899.jpeg,1316
408,1.61164e+18,frame_1611643779821338654.jpeg,1240
409,1.61164e+18,frame_1611643779854935884.jpeg,1192
410,1.61164e+18,frame_1611643779888532877.jpeg,1164
411,1.61164e+18,frame_1611643779922129393.jpeg,1124
412,1.61164e+18,frame_1611643779955734015.jpeg,1104
413,1.61164e+18,frame_1611643779989339113.jpeg,1108
414,1.61164e+18,frame_1611643780022943974.jpeg,1108
415,1.61164e+18,frame_1611643780056549072.jpeg,1108
416,1.61164e+18,frame_1611643780090153933.jpeg,1108
417,1.61164e+18,frame_1611643780123759270.jpeg,1108
418,1.61164e+18,frame_1611643780157364368.jpeg,1144
419,1.61164e+18,frame_1611643780190969706.jpeg,1320
420,1.61164e+18,frame_1611643780224574804.jpeg,1412
421,1.61164e+18,frame_1611643780258180141.jpeg,1496
422,1.61164e+18,frame_1611643780291785479.jpeg,1552
423,1.61164e+18,frame_1611643780325390816.jpeg,1568
424,1.61164e+18,frame_1611643780358996153.jpeg,1568
425,1.61164e+18,frame_1611643780392601967.jpeg,1580
426,1.61164e+18,frame_1611643780426207304.jpeg,1596
427,1.61164e+18,frame_1611643780459813118.jpeg,1600
428,1.61164e+18,frame_1611643780493418694.jpeg,1592
429,1.61164e+18,frame_1611643780527024269.jpeg,1580
430,1.61164e+18,frame_1611643780560630322.jpeg,1560
431,1.61164e+18,frame_1611643780594235897.jpeg,1548
432,1.61164e+18,frame_1611643780627841949.jpeg,1540
433,1.61164e+18,frame_1611643780661447525.jpeg,1540
434,1.61164e+18,frame_1611643780695053577.jpeg,1540
435,1.61164e+18,frame_1611643780728659868.jpeg,1540
436,1.61164e+18,frame_1611643780762265682.jpeg,1540
437,1.61164e+18,frame_1611643780795871973.jpeg,1532
438,1.61164e+18,frame_1611643780829478264.jpeg,1512
439,1.61164e+18,frame_1611643780863084316.jpeg,1488
440,1.61164e+18,frame_1611643780896699905.jpeg,1460
441,1.61164e+18,frame_1611643780930295229.jpeg,1440
442,1.61164e+18,frame_1611643780963891029.jpeg,1416
443,1.61164e+18,frame_1611643780997486353.jpeg,1396
444,1.61164e+18,frame_1611643781031082153.jpeg,1384
445,1.61164e+18,frame_1611643781064437628.jpeg,1380
446,1.61164e+18,frame_1611643781097793341.jpeg,1384
447,1.61164e+18,frame_1611643781131148815.jpeg,1396
448,1.61164e+18,frame_1611643781164504528.jpeg,1440
449,1.61164e+18,frame_1611643781197860003.jpeg,1504
450,1.61164e+18,frame_1611643781231215477.jpeg,1536
451,1.61164e+18,frame_1611643781264571190.jpeg,1560
452,1.61164e+18,frame_1611643781297926664.jpeg,1588
453,1.61164e+18,frame_1611643781331282139.jpeg,1628
454,1.61164e+18,frame_1611643781364637613.jpeg,1628
455,1.61164e+18,frame_1611643781397993088.jpeg,1696
456,1.61164e+18,frame_1611643781431348801.jpeg,1736
457,1.61164e+18,frame_1611643781464704275.jpeg,1728
458,1.61164e+18,frame_1611643781498059750.jpeg,1696
459,1.61164e+18,frame_1611643781531415224.jpeg,1656
460,1.61164e+18,frame_1611643781564770460.jpeg,1632
461,1.61164e+18,frame_1611643781598125935.jpeg,1604
462,1.61164e+18,frame_1611643781631481409.jpeg,1596
463,1.61164e+18,frame_1611643781664836884.jpeg,1580
464,1.61164e+18,frame_1611643781698192358.jpeg,1564
465,1.61164e+18,frame_1611643781731547594.jpeg,1548
466,1.61164e+18,frame_1611643781764903069.jpeg,1540
467,1.61164e+18,frame_1611643781798258543.jpeg,1540
468,1.61164e+18,frame_1611643781831613541.jpeg,1540
469,1.61164e+18,frame_1611643781864969015.jpeg,1540
470,1.61164e+18,frame_1611643781898312092.jpeg,1540
471,1.61164e+18,frame_1611643781931681395.jpeg,1540
472,1.61164e+18,frame_1611643781965050697.jpeg,1540
473,1.61164e+18,frame_1611643781998420000.jpeg,1540
474,1.61164e+18,frame_1611643782031789780.jpeg,1536
475,1.61164e+18,frame_1611643782065159082.jpeg,1540
476,1.61164e+18,frame_1611643782098528862.jpeg,1540
477,1.61164e+18,frame_1611643782131898642.jpeg,1540
478,1.61164e+18,frame_1611643782165268421.jpeg,1536
479,1.61164e+18,frame_1611643782198638201.jpeg,1540
480,1.61164e+18,frame_1611643782232008219.jpeg,1540
481,1.61164e+18,frame_1611643782265378237.jpeg,1536
